GA-8448,Gypped Air,YYZ,HND,Wednesday,3:45,292,1050.00
EC-4901,Error Canada,DEL,PEK,Sunday,8:00,255,415.00
GA-7553,Gypped Air,YEG,YUL,Tuesday,12:30,50,557.00
EC-1808,Error Canada,LHR,DFW,Monday,1:45,255,892.00
GA-9048,Gypped Air,ORD,YYZ,Monday,9:45,292,111.00
ST-1525,Scaretransat,YYC,DFW,Thursday,3:15,292,328.00
GA-3790,Gypped Air,YYZ,DEL,Saturday,6:15,169,978.00
EC-4389,Error Canada,DFW,CDG,Wednesday,15:30,169,1128.00
CA-5955,Conned Air,FRA,YVR,Thursday,22:45,169,1262.00
EC-9620,Error Canada,LHR,DXB,Sunday,18:45,255,1986.00
ST-1489,Scaretransat,DEL,PVG,Sunday,6:00,169,322.00
VA-5924,Vertical Airways,ATL,YEG,Saturday,12:00,169,429.00
GA-1249,Gypped Air,DXB,YUL,Monday,3:15,174,716.00
SW-7653,Sprawl Airways,YUL,YWG,Wednesday,8:45,78,265.00
CA-6499,Conned Air,YYZ,DFW,Wednesday,8:00,169,525.00
CA-9648,Conned Air,YOW,PVG,Sunday,14:30,174,1327.00
VA-5096,Vertical Airways,DFW,ATL,Thursday,21:45,292,197.00
CA-1704,Conned Air,HND,ATL,Monday,8:00,292,1429.00
SL-3253,Scare Airlines,DXB,FRA,Monday,7:45,174,503.00
AL-2781,Always Late Airlines,DXB,PEK,Wednesday,7:45,174,416.00
MA-6762,Mediocre Airlines,HND,PVG,Tuesday,12:00,292,1029.00
MA-9261,Mediocre Airlines,YEG,LHR,Saturday,11:15,292,995.00
OA-6935,Otto Airlines,LHR,YYC,Wednesday,10:30,169,835.00
VA-8101,Vertical Airways,YWG,YUL,Monday,11:30,78,468.00
TB-9584,Try a Bus Airways,YEG,AMS,Wednesday,6:15,169,1193.00
VA-4838,Vertical Airways,YUL,DFW,Monday,15:00,169,449.00
EC-3538,Error Canada,DEL,YYZ,Friday,22:30,292,786.00
VA-1146,Vertical Airways,YEG,YOW,Friday,10:30,50,623.00
GA-3058,Gypped Air,ATL,HKG,Wednesday,8:45,169,1203.00
OA-7223,Otto Airlines,CDG,ATL,Saturday,22:15,174,954.00
SL-3850,Scare Airlines,YYC,AMS,Saturday,3:30,255,1151.00
VA-4702,Vertical Airways,YOW,FRA,Thursday,0:30,292,1066.00
AS-5706,AirShaker,AMS,ATL,Tuesday,6:30,255,821.00
OA-5504,Otto Airlines,PEK,DEL,Tuesday,7:45,169,749.00
AL-7918,Always Late Airlines,YWG,YVR,Sunday,12:45,78,336.00
SW-4127,Sprawl Airways,FRA,DXB,Monday,11:15,174,334.00
EC-1930,Error Canada,YVR,YYZ,Monday,9:45,120,351.00
GA-6189,Gypped Air,YWG,YYC,Monday,4:00,78,200.00
VA-6624,Vertical Airways,ATL,LHR,Thursday,12:45,255,883.00
GA-3745,Gypped Air,YYZ,YEG,Saturday,8:45,120,366.00
SL-3773,Scare Airlines,PVG,DXB,Tuesday,0:45,169,2236.00
EC-9599,Error Canada,YUL,DFW,Tuesday,15:00,169,449.00
CA-3886,Conned Air,ATL,ORD,Tuesday,5:45,255,162.00
EC-3290,Error Canada,ATL,YYC,Monday,4:00,292,405.00
AL-8412,Always Late Airlines,YVR,YUL,Sunday,10:30,78,402.00
AL-8248,Always Late Airlines,YVR,YYC,Monday,13:45,78,230.00
OA-3637,Otto Airlines,AMS,YYC,Monday,6:30,169,1884.00
AL-2175,Always Late Airlines,ORD,CDG,Wednesday,3:30,174,1055.00
AL-3279,Always Late Airlines,YYZ,ORD,Wednesday,23:45,292,268.00
TB-5656,Try a Bus Airways,YOW,ATL,Tuesday,7:15,169,593.00
AL-6294,Always Late Airlines,AMS,FRA,Friday,9:00,292,170.00
ST-3495,Scaretransat,YEG,AMS,Friday,6:15,169,1193.00
TB-3540,Try a Bus Airways,DFW,FRA,Wednesday,21:00,255,1188.00
AL-6318,Always Late Airlines,YVR,AMS,Wednesday,20:45,292,886.00
MA-6002,Mediocre Airlines,LHR,FRA,Saturday,11:30,169,119.00
CA-7847,Conned Air,YVR,ATL,Monday,10:00,169,335.00
ST-4946,Scaretransat,DEL,AMS,Sunday,6:15,174,568.00
MA-7581,Mediocre Airlines,ORD,LHR,Friday,16:30,292,1151.00
GA-8589,Gypped Air,DEL,ORD,Monday,21:45,255,905.00
CA-1564,Conned Air,YVR,FRA,Tuesday,19:15,169,1222.00
TB-4759,Try a Bus Airways,DFW,PEK,Thursday,11:00,292,993.00
SL-9300,Scare Airlines,PEK,CDG,Wednesday,17:45,174,1323.00
AL-4625,Always Late Airlines,YWG,ATL,Sunday,10:30,169,857.00
SW-6235,Sprawl Airways,HKG,YYZ,Wednesday,18:30,169,798.00
OA-9109,Otto Airlines,YEG,ORD,Sunday,13:00,292,404.00
ST-5632,Scaretransat,HKG,AMS,Monday,21:45,174,900.00
ST-8489,Scaretransat,ATL,YYC,Thursday,4:00,292,405.00
CA-3963,Conned Air,YYC,PEK,Thursday,0:00,169,1170.00
TB-3569,Try a Bus Airways,YOW,YEG,Sunday,17:15,78,799.00
VA-2510,Vertical Airways,LHR,YVR,Sunday,7:30,255,948.00
CA-3565,Conned Air,FRA,CDG,Wednesday,23:45,169,124.00
AS-9113,AirShaker,DXB,YYC,Tuesday,4:00,255,1134.00
TB-7994,Try a Bus Airways,CDG,DEL,Friday,0:30,292,602.00
VA-6531,Vertical Airways,YYZ,ATL,Sunday,17:45,255,675.00
SL-5007,Scare Airlines,DEL,YYZ,Monday,22:30,292,786.00
SW-5653,Sprawl Airways,YVR,YWG,Sunday,21:30,76,317.00
EC-9871,Error Canada,ORD,AMS,Monday,20:45,292,1189.00
VA-9117,Vertical Airways,YVR,YWG,Friday,21:30,76,317.00
ST-3296,Scaretransat,HKG,DFW,Wednesday,19:15,169,714.00
EC-5755,Error Canada,YVR,YEG,Tuesday,13:45,120,218.00
OA-6506,Otto Airlines,DEL,DFW,Saturday,18:30,174,971.00
EC-4414,Error Canada,YYZ,YYC,Saturday,8:30,120,307.00
EC-8318,Error Canada,YEG,HKG,Wednesday,19:15,255,1208.00
MA-3652,Mediocre Airlines,ORD,YYC,Tuesday,12:45,169,416.00
GA-3510,Gypped Air,LHR,YEG,Tuesday,3:45,255,1101.00
TB-7068,Try a Bus Airways,YYZ,YWG,Tuesday,4:15,76,313.00
SL-5904,Scare Airlines,YWG,CDG,Friday,1:00,174,1010.00
AS-6335,AirShaker,LHR,CDG,Saturday,2:30,169,166.00
TB-5389,Try a Bus Airways,YWG,PVG,Monday,13:45,292,1466.00
MA-4968,Mediocre Airlines,ATL,FRA,Sunday,18:30,174,1444.00
MA-1381,Mediocre Airlines,HKG,LHR,Friday,8:00,174,646.00
AS-2410,AirShaker,YVR,PVG,Tuesday,6:15,174,645.00
ST-1345,Scaretransat,DFW,DXB,Sunday,8:15,292,898.00
OA-8304,Otto Airlines,YYZ,FRA,Tuesday,8:15,169,882.00
AL-7078,Always Late Airlines,YVR,YEG,Saturday,13:45,120,218.00
VA-2939,Vertical Airways,DFW,YWG,Wednesday,7:15,169,916.00
GA-2239,Gypped Air,YOW,LHR,Friday,3:30,174,958.00
GA-6105,Gypped Air,AMS,FRA,Saturday,9:00,292,170.00
SL-8442,Scare Airlines,FRA,YEG,Saturday,3:45,255,686.00
SW-3020,Sprawl Airways,YYZ,YEG,Thursday,8:45,120,366.00
GA-9943,Gypped Air,HKG,YYZ,Saturday,18:30,169,798.00
VA-3613,Vertical Airways,YYZ,DXB,Wednesday,11:00,255,1097.00
CA-8091,Conned Air,PVG,YVR,Friday,23:15,174,1059.00
GA-1862,Gypped Air,YYC,YWG,Sunday,0:00,50,500.00
SW-8950,Sprawl Airways,YWG,YVR,Monday,12:45,78,336.00
AL-1767,Always Late Airlines,YOW,HND,Friday,15:30,169,1250.00
SW-5287,Sprawl Airways,FRA,YYZ,Wednesday,22:30,169,503.00
AL-7702,Always Late Airlines,HKG,PVG,Tuesday,20:15,255,495.00
AS-3949,AirShaker,PEK,YYC,Thursday,21:30,174,1014.00
TB-9211,Try a Bus Airways,YYC,YEG,Friday,21:30,50,270.00
GA-2339,Gypped Air,YOW,PVG,Saturday,14:30,174,1327.00
CA-3515,Conned Air,YEG,AMS,Tuesday,6:15,169,1193.00
AS-3091,AirShaker,YYC,ORD,Monday,8:45,174,320.00
OA-8968,Otto Airlines,ATL,YWG,Sunday,23:00,174,590.00
TB-2451,Try a Bus Airways,ORD,YWG,Monday,17:00,174,470.00
ST-7198,Scaretransat,DXB,YVR,Wednesday,17:00,174,981.00
SL-5082,Scare Airlines,ORD,ATL,Sunday,11:45,292,128.00
GA-7713,Gypped Air,YOW,YEG,Friday,17:15,78,799.00
MA-2441,Mediocre Airlines,DEL,HKG,Monday,16:45,292,181.00
MA-8510,Mediocre Airlines,DEL,YYZ,Sunday,22:30,292,786.00
MA-5563,Mediocre Airlines,YWG,YOW,Sunday,13:15,76,399.00
EC-6019,Error Canada,HND,CDG,Friday,5:00,255,791.00
OA-4690,Otto Airlines,DFW,YYZ,Saturday,23:00,255,369.00
MA-9863,Mediocre Airlines,DFW,HND,Saturday,17:15,292,1737.00
ST-5497,Scaretransat,YUL,YYZ,Wednesday,18:15,76,100.00
ST-6545,Scaretransat,YYC,CDG,Wednesday,6:15,169,1013.00
MA-1443,Mediocre Airlines,PEK,CDG,Tuesday,17:45,174,1323.00
ST-4728,Scaretransat,DFW,YYZ,Sunday,23:00,255,369.00
CA-8116,Conned Air,DEL,CDG,Tuesday,22:00,169,421.00
OA-1719,Otto Airlines,FRA,YVR,Friday,22:45,169,1262.00
AL-3939,Always Late Airlines,DXB,DEL,Friday,15:45,255,274.00
AL-8144,Always Late Airlines,YEG,YYC,Tuesday,21:00,76,164.00
TB-8310,Try a Bus Airways,YYC,CDG,Thursday,6:15,169,1013.00
AS-3593,AirShaker,YWG,YUL,Sunday,11:30,78,468.00
TB-1012,Try a Bus Airways,PEK,HND,Sunday,13:00,292,443.00
GA-6688,Gypped Air,CDG,DEL,Wednesday,0:30,292,602.00
SW-2890,Sprawl Airways,DXB,AMS,Monday,13:15,169,722.00
OA-6174,Otto Airlines,YOW,YEG,Tuesday,17:15,78,799.00
AS-6666,AirShaker,YOW,YVR,Friday,19:00,76,443.00
TB-2396,Try a Bus Airways,AMS,YOW,Tuesday,11:30,255,861.00
EC-5249,Error Canada,PEK,HKG,Wednesday,14:45,255,400.00
TB-3208,Try a Bus Airways,ORD,YUL,Sunday,23:00,174,396.00
ST-3427,Scaretransat,DFW,DXB,Tuesday,8:15,292,898.00
SL-3420,Scare Airlines,YEG,YWG,Thursday,0:15,78,194.00
VA-6884,Vertical Airways,DXB,ORD,Sunday,4:45,255,1144.00
AS-7811,AirShaker,AMS,LHR,Thursday,16:30,174,169.00
OA-3243,Otto Airlines,YOW,YWG,Sunday,20:30,120,316.00
CA-8049,Conned Air,PEK,HKG,Thursday,14:45,255,400.00
ST-5872,Scaretransat,FRA,ATL,Wednesday,0:30,169,719.00
MA-1132,Mediocre Airlines,HKG,FRA,Monday,13:15,292,867.00
MA-2022,Mediocre Airlines,YUL,YEG,Saturday,6:15,78,518.00
AL-1482,Always Late Airlines,FRA,YUL,Friday,9:45,169,468.00
OA-1084,Otto Airlines,LHR,ORD,Monday,7:15,169,747.00
AL-1756,Always Late Airlines,YYC,YOW,Saturday,23:00,78,792.00
AS-8934,AirShaker,ORD,LHR,Wednesday,16:30,292,1151.00
ST-8317,Scaretransat,YVR,YOW,Saturday,2:30,76,404.00
TB-3412,Try a Bus Airways,PVG,FRA,Tuesday,13:30,174,2756.00
ST-4446,Scaretransat,YUL,ORD,Sunday,9:45,174,283.00
EC-6818,Error Canada,DFW,YYC,Monday,0:15,174,305.00
ST-4251,Scaretransat,PVG,ORD,Monday,13:30,292,1600.00
CA-5832,Conned Air,DXB,YUL,Wednesday,3:15,174,716.00
OA-7877,Otto Airlines,YUL,CDG,Wednesday,19:45,255,788.00
ST-5921,Scaretransat,DEL,HKG,Wednesday,16:45,292,181.00
MA-2348,Mediocre Airlines,YYC,YEG,Sunday,21:30,50,270.00
CA-7831,Conned Air,YEG,PEK,Thursday,9:15,174,1052.00
SL-9952,Scare Airlines,ORD,YYZ,Thursday,9:45,292,111.00
TB-4557,Try a Bus Airways,CDG,YUL,Thursday,17:45,292,533.00
CA-7454,Conned Air,DEL,AMS,Wednesday,6:15,174,568.00
CA-3664,Conned Air,ORD,FRA,Friday,15:45,292,508.00
CA-6971,Conned Air,YYZ,YEG,Tuesday,8:45,120,366.00
VA-3881,Vertical Airways,PEK,AMS,Tuesday,7:15,255,924.00
EC-6898,Error Canada,YVR,FRA,Friday,19:15,169,1222.00
MA-1234,Mediocre Airlines,YEG,YYC,Friday,21:00,76,164.00
CA-8864,Conned Air,YWG,YOW,Friday,13:15,76,399.00
EC-7015,Error Canada,YUL,FRA,Thursday,20:15,169,741.00
TB-5005,Try a Bus Airways,LHR,HKG,Friday,3:15,255,3124.00
TB-9298,Try a Bus Airways,YWG,YEG,Monday,5:15,78,442.00
GA-5742,Gypped Air,YVR,PEK,Saturday,8:30,255,1086.00
AS-9336,AirShaker,YYZ,CDG,Sunday,23:00,174,683.00
GA-2044,Gypped Air,LHR,HND,Monday,1:30,174,854.00
SW-6620,Sprawl Airways,YEG,YVR,Saturday,0:45,50,191.00
ST-2232,Scaretransat,LHR,YWG,Sunday,18:30,169,1146.00
VA-2884,Vertical Airways,YYZ,YEG,Wednesday,8:45,120,366.00
GA-6596,Gypped Air,YEG,DXB,Thursday,7:00,255,1287.00
CA-6915,Conned Air,PEK,YYC,Sunday,21:30,174,1014.00
ST-8068,Scaretransat,YYZ,DEL,Tuesday,6:15,169,978.00
AL-5905,Always Late Airlines,CDG,AMS,Wednesday,22:00,292,303.00
TB-5253,Try a Bus Airways,HND,DEL,Tuesday,2:45,292,425.00
MA-9548,Mediocre Airlines,CDG,HND,Tuesday,1:45,292,775.00
EC-1735,Error Canada,YYC,DEL,Monday,11:30,255,1242.00
TB-1380,Try a Bus Airways,DEL,YYC,Tuesday,19:30,292,1086.00
SL-9579,Scare Airlines,ATL,YEG,Wednesday,12:00,169,429.00
SL-3851,Scare Airlines,CDG,FRA,Wednesday,21:00,169,195.00
SW-7904,Sprawl Airways,AMS,YUL,Wednesday,2:15,255,674.00
AL-2666,Always Late Airlines,YYZ,ATL,Wednesday,17:45,255,675.00
AL-8564,Always Late Airlines,DEL,YVR,Thursday,15:00,292,868.00
SW-4583,Sprawl Airways,YYC,ATL,Wednesday,13:45,292,501.00
SL-5502,Scare Airlines,YYC,PVG,Saturday,4:00,255,1105.00
GA-4285,Gypped Air,CDG,AMS,Friday,22:00,292,303.00
VA-6728,Vertical Airways,HKG,DFW,Tuesday,19:15,169,714.00
VA-2528,Vertical Airways,PEK,ORD,Monday,0:00,169,871.00
CA-3842,Conned Air,YVR,DXB,Monday,5:00,169,1334.00
VA-7265,Vertical Airways,ATL,LHR,Saturday,12:45,255,883.00
EC-3784,Error Canada,YUL,YYC,Thursday,17:00,78,435.00
MA-8827,Mediocre Airlines,LHR,YVR,Wednesday,7:30,255,948.00
MA-6169,Mediocre Airlines,FRA,YOW,Tuesday,23:15,255,709.00
MA-2592,Mediocre Airlines,YVR,YEG,Monday,13:45,120,218.00
MA-9678,Mediocre Airlines,DXB,YOW,Monday,19:15,169,2177.00
OA-6888,Otto Airlines,ORD,YWG,Saturday,17:00,174,470.00
SW-7704,Sprawl Airways,CDG,DXB,Sunday,3:15,174,524.00
OA-1881,Otto Airlines,LHR,YEG,Sunday,3:45,255,1101.00
GA-7651,Gypped Air,YOW,ORD,Saturday,14:30,169,539.00
CA-3970,Conned Air,YVR,YYC,Saturday,13:45,78,230.00
CA-2047,Conned Air,ATL,YOW,Monday,17:15,255,290.00
CA-4777,Conned Air,HKG,YYZ,Monday,18:30,169,798.00
TB-4147,Try a Bus Airways,LHR,YWG,Thursday,18:30,169,1146.00
AL-9746,Always Late Airlines,YYC,YOW,Thursday,23:00,78,792.00
CA-6768,Conned Air,HKG,YUL,Saturday,9:45,169,822.00
AL-6270,Always Late Airlines,PEK,DFW,Sunday,22:45,169,1373.00
EC-8733,Error Canada,ATL,DFW,Saturday,14:30,169,143.00
CA-7868,Conned Air,YEG,HKG,Thursday,19:15,255,1208.00
TB-8653,Try a Bus Airways,YOW,YYZ,Wednesday,22:45,120,90.00
MA-8220,Mediocre Airlines,YWG,YEG,Saturday,5:15,78,442.00
MA-2153,Mediocre Airlines,HKG,CDG,Thursday,17:45,255,593.00
AL-6975,Always Late Airlines,YWG,HND,Wednesday,10:00,255,1083.00
GA-1526,Gypped Air,YYC,PEK,Wednesday,0:00,169,1170.00
AS-3075,AirShaker,YWG,YVR,Tuesday,12:45,78,336.00
SL-4119,Scare Airlines,YVR,CDG,Wednesday,14:45,169,906.00
ST-6446,Scaretransat,YYC,HND,Sunday,22:00,174,1301.00
ST-1063,Scaretransat,ATL,AMS,Monday,8:15,174,1174.00
GA-5168,Gypped Air,YEG,HND,Monday,21:45,169,1245.00
SW-3312,Sprawl Airways,PEK,HND,Friday,13:00,292,443.00
OA-5319,Otto Airlines,PEK,PVG,Tuesday,4:45,292,472.00
VA-6550,Vertical Airways,YUL,PEK,Friday,21:30,292,871.00
SL-9977,Scare Airlines,DEL,ATL,Friday,22:15,174,1308.00
VA-9056,Vertical Airways,DEL,LHR,Thursday,2:00,255,861.00
CA-2212,Conned Air,YEG,ATL,Saturday,15:30,169,640.00
AL-1902,Always Late Airlines,LHR,DEL,Tuesday,20:45,169,561.00
AL-4505,Always Late Airlines,YVR,PEK,Tuesday,8:30,255,1086.00
VA-4929,Vertical Airways,DEL,PEK,Wednesday,8:00,255,415.00
CA-5651,Conned Air,YYZ,YWG,Friday,4:15,76,313.00
TB-4956,Try a Bus Airways,CDG,LHR,Thursday,8:30,255,80.00
VA-9832,Vertical Airways,YUL,DEL,Monday,21:15,169,896.00
EC-3789,Error Canada,ORD,CDG,Tuesday,3:30,174,1055.00
MA-8832,Mediocre Airlines,ORD,AMS,Thursday,20:45,292,1189.00
AS-4658,AirShaker,HND,PVG,Sunday,12:00,292,1029.00
AS-9561,AirShaker,AMS,YYC,Wednesday,6:30,169,1884.00
AS-5460,AirShaker,YWG,DEL,Thursday,2:45,174,1551.00
ST-4050,Scaretransat,DFW,AMS,Tuesday,6:30,169,631.00
VA-5971,Vertical Airways,PVG,HKG,Wednesday,1:30,255,325.00
SL-7349,Scare Airlines,HKG,ORD,Friday,17:30,169,736.00
EC-6986,Error Canada,YEG,FRA,Wednesday,0:30,255,1252.00
TB-1653,Try a Bus Airways,YWG,HND,Tuesday,10:00,255,1083.00
ST-5574,Scaretransat,DXB,DEL,Sunday,15:45,255,274.00
CA-2521,Conned Air,FRA,DFW,Wednesday,11:45,169,1160.00
TB-8001,Try a Bus Airways,YYC,AMS,Friday,3:30,255,1151.00
AL-6614,Always Late Airlines,YUL,YEG,Monday,6:15,78,518.00
SL-6007,Scare Airlines,HND,PEK,Sunday,21:30,292,746.00
OA-8898,Otto Airlines,FRA,YYC,Thursday,14:45,174,1210.00
MA-2844,Mediocre Airlines,DFW,AMS,Wednesday,6:30,169,631.00
MA-7531,Mediocre Airlines,DXB,LHR,Thursday,21:45,255,726.00
EC-8106,Error Canada,DFW,YEG,Tuesday,16:45,255,297.00
TB-8517,Try a Bus Airways,YWG,YYZ,Wednesday,19:30,50,175.00
EC-3120,Error Canada,YOW,YWG,Tuesday,20:30,120,316.00
AL-3029,Always Late Airlines,ORD,DFW,Wednesday,9:15,174,180.00
MA-8168,Mediocre Airlines,YOW,YVR,Saturday,19:00,76,443.00
SW-1766,Sprawl Airways,HKG,LHR,Tuesday,8:00,174,646.00
SL-9130,Scare Airlines,YWG,DEL,Friday,2:45,174,1551.00
VA-5047,Vertical Airways,YYC,PVG,Monday,4:00,255,1105.00
SW-8558,Sprawl Airways,CDG,HND,Wednesday,1:45,292,775.00
VA-7216,Vertical Airways,YYC,DEL,Tuesday,11:30,255,1242.00
EC-3004,Error Canada,YVR,HND,Thursday,22:15,169,861.00
EC-2502,Error Canada,YYZ,DFW,Sunday,8:00,169,525.00
